Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings
10,1658936461646,27/07/2022 15:41:01,6847723,3,8,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,Against,I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.,Pro,1
11,1658936466206,27/07/2022 15:41:06,6847723,3,9,Somewhat Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,For,Im doing my bit to help,Pro,5
12,1658936469129,27/07/2022 15:41:09,6847723,3,10,Somewhat Agree,statements,6,Most weeks,Most days,32,Female,A levels,1,For,I want to get my freedoms back,Pro,5
13,1658936473906,27/07/2022 15:41:13,6847723,3,11,Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,For,It is important to receive the vaccine to protect your health and the health of others.,Pro,6
14,1658936479518,27/07/2022 15:41:19,6847723,3,12,Neither Agree nor Disagree,statements,1,Most days,Most months,32,Female,A levels,1,For,i was fine are a few days.,Pro,4
15,1658936483845,27/07/2022 15:41:23,6847723,3,13,Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Pro,2
16,1658936488243,27/07/2022 15:41:28,6847723,3,14,Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,For,We must have the vaccine in order to return to normality.,Pro,6
17,1658936490877,27/07/2022 15:41:30,6847723,3,15,Somewhat Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,Against,I don't know what's in it,Pro,5
18,1658936494896,27/07/2022 15:41:34,6847723,3,16,Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Pro,2
19,1658936498146,27/07/2022 15:41:38,6847723,3,17,Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Pro,2
20,1658936502107,27/07/2022 15:41:42,6847723,3,18,Neither Agree nor Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Pro,4
21,1658936504438,27/07/2022 15:41:44,6847723,3,19,Somewhat Agree,statements,6,Most weeks,Most days,32,Female,A levels,3,For,To be able to go on holiday,Pro,5
22,1658936506259,27/07/2022 15:41:46,6847723,3,20,Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,For,It will stop me from getting covid.,Pro,6
23,1658936508541,27/07/2022 15:41:48,6847723,3,21,Somewhat Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,1,Against,It hasnt been tested for long enough,Pro,3
24,1658936510919,27/07/2022 15:41:50,6847723,3,22,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,Against,The vaccine was man made,Pro,6
25,1658936512598,27/07/2022 15:41:52,6847723,3,23,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,Against,I am undergoing treatment for cancer,Pro,1
26,1658936515759,27/07/2022 15:41:55,6847723,3,24,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,For,Because I am old and therefore at a higher risk of dying if I caught Covid,Pro,1
27,1658936517468,27/07/2022 15:41:57,6847723,3,25,Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,For,It protects everyone,Pro,6
28,1658936519361,27/07/2022 15:41:59,6847723,3,26,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,For,The news said its effective,Pro,6
29,1658936521193,27/07/2022 15:42:01,6847723,3,27,Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,For,Protects you against the virus so that you have immunity against it,Pro,6
30,1658936522937,27/07/2022 15:42:02,6847723,3,28,Somewhat Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,For,The government said it safe,Pro,5
31,1658936524758,27/07/2022 15:42:04,6847723,3,29,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,For,Everyone else is getting vaccinated.,Pro,5
32,1658936527808,27/07/2022 15:42:07,6847723,3,30,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,Against,Im unsure of the long term affects,Pro,5
33,1658936532367,27/07/2022 15:42:12,6847723,3,31,Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,Against,"Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.",Pro,2
34,1658936534009,27/07/2022 15:42:14,6847723,3,32,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,For,It has been thoroughly tested,Pro,5
35,1658936536695,27/07/2022 15:42:16,6847723,3,33,Somewhat Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,Against,I might be the one who gets the blood clots.,Pro,3
36,1658936539439,27/07/2022 15:42:19,6847723,3,34,Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,For,Prevents you from catching the virus or getting severe symptoms.,Pro,6
37,1658936570474,27/07/2022 15:42:50,6847723,3,35,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,For,The more people who get vaccinated the sooner the restrictions will be lifted.,Pro,5
38,1658936572131,27/07/2022 15:42:52,6847723,3,36,Somewhat Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,For,It's safe the government said so.,Pro,5
39,1658936575077,27/07/2022 15:42:55,6847723,3,37,Somewhat Disagree,statements,1,Most days,Most months,32,Female,A levels,2,Against,if you were to have covid you would have already.,Pro,3
40,1658936576580,27/07/2022 15:42:56,6847723,3,38,Agree,statements,1,Most days,Most months,32,Female,A levels,3,For,it will help you protect yourself.,Pro,6
41,1658936578796,27/07/2022 15:42:58,6847723,3,39,Disagree,statements,6,Most weeks,Most days,32,Female,A levels,2,Against,The vaccine hasn't been tested for long enough to ensure its safety and effectiveness,Pro,2
42,1658936583964,27/07/2022 15:43:03,6847723,3,40,Somewhat Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,Against,I don't think have taken enough time to test the vaccine properly.,Pro,3
43,1658936585912,27/07/2022 15:43:05,6847723,3,41,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,For,The vaccine is perfectly safe and better versions have already been produced.,Pro,5
44,1658936588009,27/07/2022 15:43:08,6847723,3,42,Agree,statements,1,Most days,Most months,32,Female,A levels,2,For,there are a load of people receiving the vaccine it's safe.,Pro,6
45,1658936589597,27/07/2022 15:43:09,6847723,3,43,Somewhat Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,1,For,Its the only way to stop the spread of the virus,Pro,5
46,1658936592269,27/07/2022 15:43:12,6847723,3,44,Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,For,the long term benefits outweigh the temporary side-effects,Pro,6
47,1658936596079,27/07/2022 15:43:16,6847723,3,45,Disagree,statements,6,Most weeks,Most days,32,Female,A levels,3,Against,It is a new technology that was considered unethical before thats why it was never passed,Pro,2
48,1658936598627,27/07/2022 15:43:18,6847723,3,46,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,For,To protect me from becoming seriously ill if I caught Covid,Pro,6
50,1658936603881,27/07/2022 15:43:23,6847723,3,48,Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,For,Only a few people have died from it.,Pro,2
51,1658936627415,27/07/2022 15:43:47,6847723,3,49,Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Pro,2
52,1658936633373,27/07/2022 15:43:53,6847723,3,50,Somewhat Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Pro,3
53,1658936658708,27/07/2022 15:44:18,6847723,3,51,Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,Against,It will have serious consequences on peoples health.,Pro,2
54,1658936661099,27/07/2022 15:44:21,6847723,3,52,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,Against,I've never had a vaccine and never will,Pro,7
55,1658936665093,27/07/2022 15:44:25,6847723,3,53,Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,For,Protects others around you from catching the virus?,Pro,6
56,1658936668536,27/07/2022 15:44:28,6847723,3,54,Somewhat Agree,statements,1,Most days,Most months,32,Female,A levels,1,Against,"the vaccine has side effects.

",Pro,5
57,1658936683470,27/07/2022 15:44:43,6847723,3,55,Neither Agree nor Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,Against,The risk of dying from Covid is only 0.03% unless you have an underlying health problem.,Pro,4
58,1658936688769,27/07/2022 15:44:48,6847723,3,56,Somewhat Disagree,statements,1,Most days,Most months,32,Female,A levels,3,Against,it's still in its trial stages.,Pro,3
59,1658936692848,27/07/2022 15:44:52,6847723,3,57,Somewhat Agree,statements,6,Most weeks,Most days,32,Female,A levels,2,For,Everyone has to have one so life can go back to normal,Pro,5
60,1658936702677,27/07/2022 15:45:02,6847723,3,58,Somewhat Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,Against,I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.,Pro,3
61,1658936704402,27/07/2022 15:45:04,6847723,3,59,Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,Against,Its not been developed for long enough.,Pro,2
62,1658936739377,27/07/2022 15:45:39,6847723,3,60,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Pro,5
63,1658936742054,27/07/2022 15:45:42,6847723,3,61,Somewhat Disagree,statements,6,Most weeks,Most days,32,Female,A levels,1,Against,The rate of death from covid-19 is very low and a vaccine isn't needed,Pro,3
64,1658936744201,27/07/2022 15:45:44,6847723,3,62,Strongly Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,Against,Im not mixing with other people,Pro,1
3,1658936872728,27/07/2022 15:47:52,6847793,3,1,Strongly Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,Against,I've never had a vaccine and never will,Pro,1
5,1658936896958,27/07/2022 15:48:16,6847793,3,2,Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,For,better for travelling abroad,Pro,6
6,1658936898520,27/07/2022 15:48:18,6847793,3,3,Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,For,better for everyone else,Pro,6
7,1658936900767,27/07/2022 15:48:20,6847793,3,4,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,3,For,it will help you protect yourself.,Pro,7
8,1658936904081,27/07/2022 15:48:24,6847793,3,5,Strongly Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,Against,I get tested all the time and can afford to self-isolate,Pro,1
9,1658936908598,27/07/2022 15:48:28,6847793,3,6,Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Pro,2
10,1658936912022,27/07/2022 15:48:32,6847793,3,7,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,Against,The vaccine was man made,Pro,7
11,1658936914667,27/07/2022 15:48:34,6847793,3,8,Strongly Disagree,statements,6,Most weeks,Most days,32,Female,A levels,1,Against,The rate of death from covid-19 is very low and a vaccine isn't needed,Pro,1
12,1658936915649,27/07/2022 15:48:35,6847793,3,9,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,For,The more people who get vaccinated the sooner the restrictions will be lifted.,Pro,1
13,1658936920163,27/07/2022 15:48:40,6847793,3,10,Strongly Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Pro,7
14,1658936921781,27/07/2022 15:48:41,6847793,3,11,Strongly Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,For,It protects everyone,Pro,7
15,1658936925721,27/07/2022 15:48:45,6847793,3,12,Strongly Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Pro,1
17,1658936932928,27/07/2022 15:48:52,6847793,3,14,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,Against,I am undergoing treatment for cancer,Pro,1
18,1658936935318,27/07/2022 15:48:55,6847793,3,15,Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,For,It has been thoroughly tested,Pro,2
19,1658936937420,27/07/2022 15:48:57,6847793,3,16,Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,Against,It will have serious consequences on peoples health.,Pro,2
20,1658936942152,27/07/2022 15:49:02,6847793,3,17,Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,For,Protects you against the virus so that you have immunity against it,Pro,6
21,1658936944878,27/07/2022 15:49:04,6847793,3,18,Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,For,Prevents you from catching the virus or getting severe symptoms.,Pro,2
22,1658936948968,27/07/2022 15:49:08,6847793,3,19,Somewhat Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Pro,5
23,1658936952173,27/07/2022 15:49:12,6847793,3,20,Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Pro,2
24,1658936955716,27/07/2022 15:49:15,6847793,3,21,Somewhat Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,For,It's safe the government said so.,Pro,5
25,1658936956774,27/07/2022 15:49:16,6847793,3,22,Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,For,It will stop me from getting covid.,Pro,2
26,1658936958510,27/07/2022 15:49:18,6847793,3,23,Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,Against,Its not been developed for long enough.,Pro,2
27,1658936962471,27/07/2022 15:49:22,6847793,3,24,Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Pro,2
