Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,rater_position,response_ratings
21,1647025488637,11/03/2022 19:04:48,6025110,2,19,Strongly Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",3,Against,it is not very manly to eat only vegetables,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
22,1647025493668,11/03/2022 19:04:53,6025110,2,20,Agree,statements,16,Most months,Most months,25,Male,A levels,2,For,it decreases CO2 emission,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
23,1647025496796,11/03/2022 19:04:56,6025110,2,21,Strongly Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,1,For,You are saving the planet,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
24,1647025507336,11/03/2022 19:05:07,6025110,2,22,Somewhat Disagree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",1,Against,Saving animals means you have to purchase ethically rather than take yourself out of the argument.,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,3
25,1647025512621,11/03/2022 19:05:12,6025110,2,23,Disagree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,3,Against,Adopting these types of diets often comes at a higher than normal cost of money,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
26,1647025515858,11/03/2022 19:05:15,6025110,2,24,Strongly Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",3,For,Have a healthy life.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
27,1647025523606,11/03/2022 19:05:23,6025110,2,25,Strongly Disagree,statements,17,Rarely,A few times a year,21,Male,A levels,3,Against,"Because of all the jobs in the meat industry, and how it's essential to a lot of the world economies.",Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
28,1647025526896,11/03/2022 19:05:26,6025110,2,26,Strongly Agree,statements,17,Rarely,A few times a year,21,Male,A levels,2,For,Due to environmental reasons,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
29,1647025529165,11/03/2022 19:05:29,6025110,2,27,Strongly Agree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",2,For,vegan food tastes amazing,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
30,1647025534406,11/03/2022 19:05:34,6025110,2,28,Strongly Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,3,Against,I feel like being vegan is somewhat uncool or lame,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,1
31,1647025539796,11/03/2022 19:05:39,6025110,2,29,Strongly Agree,statements,17,Rarely,A few times a year,21,Male,A levels,1,Against,Due to health reasons,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
32,1647025541912,11/03/2022 19:05:41,6025110,2,30,Strongly Agree,statements,17,Rarely,A few times a year,21,Male,A levels,1,For,I don't like the thought of animals suffering,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
33,1647025543543,11/03/2022 19:05:43,6025110,2,31,Strongly Agree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",1,For,no cruelty to animals,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
34,1647025545795,11/03/2022 19:05:45,6025110,2,32,Strongly Agree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",3,For,we can live without meat.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,7
35,1647025551555,11/03/2022 19:05:51,6025110,2,33,Agree,statements,12,A few times a year,Most months,20,Male,A levels,3,For,Because of health related problems,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
36,1647025553418,11/03/2022 19:05:53,6025110,2,34,Strongly Agree,statements,16,Most months,Most months,25,Male,A levels,3,For,it can save animal lives,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,7
37,1647025555156,11/03/2022 19:05:55,6025110,2,35,Strongly Agree,statements,12,A few times a year,Most months,20,Male,A levels,2,For,Because of the way animals are treated,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
38,1647025560522,11/03/2022 19:06:00,6025110,2,36,Disagree,statements,16,Most months,Most months,25,Male,A levels,2,Against,"Even if you are vegan, companies still will produce meat",Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,2
39,1647025563113,11/03/2022 19:06:03,6025110,2,37,Strongly Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",1,For,Saving Animals from cruel conditions,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
40,1647025566307,11/03/2022 19:06:06,6025110,2,38,Strongly Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,1,For,It is healthier for environment because it leaves smaller carbon footprint.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,7
41,1647025570358,11/03/2022 19:06:10,6025110,2,39,Strongly Disagree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",3,Against,Studies show that over the long term vegans start to suffer health effects of not eating meat,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
42,1647025572938,11/03/2022 19:06:12,6025110,2,40,Strongly Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",2,For,I believe it's healthier,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
43,1647025576784,11/03/2022 19:06:16,6025110,2,41,Strongly Disagree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,1,Against,"""I don't want to stop eating what I like""",Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
44,1647025584116,11/03/2022 19:06:24,6025110,2,42,Strongly Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",3,For,"Saving the planet, less animal farms",Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
45,1647025585960,11/03/2022 19:06:25,6025110,2,43,Strongly Agree,statements,16,Most months,Most months,25,Male,A levels,1,For,It's healthier for you,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,7
46,1647025587950,11/03/2022 19:06:27,6025110,2,44,Strongly Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,2,For,meat is disgusting,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
47,1647025592880,11/03/2022 19:06:32,6025110,2,45,Neither Agree nor Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Against,You need a B12 vitamin to live.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,4
48,1647025595283,11/03/2022 19:06:35,6025110,2,46,Strongly Disagree,statements,16,Most months,Most months,25,Male,A levels,1,Against,Meat is important for health,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
49,1647025598117,11/03/2022 19:06:38,6025110,2,47,Strongly Disagree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",2,Against,Man has evolved to eat meat and our bodies need it.,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
50,1647025604057,11/03/2022 19:06:44,6025110,2,48,Strongly Agree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,2,For,I want to change the way animals are treated and sacrificed for food,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,7
51,1647025606618,11/03/2022 19:06:46,6025110,2,49,Strongly Agree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,3,For,I want to reduce carbon footprint generated by producing meat,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,7
52,1647025611266,11/03/2022 19:06:51,6025110,2,50,Strongly Disagree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",3,Against,Because animals were born for this,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
53,1647025613208,11/03/2022 19:06:53,6025110,2,51,Strongly Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Against,"It's a circle of life, animals are to eat.",Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,1
55,1647025623132,11/03/2022 19:07:03,6025110,2,53,Strongly Agree,statements,12,A few times a year,Most months,20,Male,A levels,1,For,Because of polution that comes from the production of meat,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
56,1647025626087,11/03/2022 19:07:06,6025110,2,54,Disagree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,1,Against,Normal food is cheaper.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,2
57,1647025629571,11/03/2022 19:07:09,6025110,2,55,Strongly Disagree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,3,Against,"Normal food has proteins, fats and all other nutrients which people need for healthy diet.",Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,1
58,1647025635001,11/03/2022 19:07:15,6025110,2,56,Strongly Disagree,statements,12,A few times a year,Most months,20,Male,A levels,3,Against,Because that person isn't a fan of vegetables,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
59,1647025637295,11/03/2022 19:07:17,6025110,2,57,Strongly Disagree,statements,12,A few times a year,Most months,20,Male,A levels,1,Against,Because I like meat,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
60,1647025642145,11/03/2022 19:07:22,6025110,2,58,Strongly Agree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,1,For,"I don't like meat, or am intolerant to lactose",Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,7
61,1647025646094,11/03/2022 19:07:26,6025110,2,59,Disagree,statements,12,A few times a year,Most months,20,Male,A levels,2,Against,Because that person might need meat to be healthy,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
62,1647025648554,11/03/2022 19:07:28,6025110,2,60,Strongly Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",2,For,Enviromental care.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
63,1647025650509,11/03/2022 19:07:30,6025110,2,61,Strongly Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,2,For,You can save animals by eating vegan food.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,7
64,1647025653226,11/03/2022 19:07:33,6025110,2,62,Strongly Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,2,Against,I don't care about climate,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,1
3,1647025996344,11/03/2022 19:13:16,6025182,2,1,Strongly Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",3,For,Have a healthy life.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
4,1647025998157,11/03/2022 19:13:18,6025182,2,2,Strongly Agree,statements,12,A few times a year,Most months,20,Male,A levels,2,For,Because of the way animals are treated,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
5,1647026002236,11/03/2022 19:13:22,6025182,2,3,Strongly Agree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,2,For,I want to change the way animals are treated and sacrificed for food,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,7
6,1647026005613,11/03/2022 19:13:25,6025182,2,4,Agree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",2,For,vegan food tastes amazing,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
8,1647026015548,11/03/2022 19:13:35,6025182,2,6,Disagree,statements,15,Rarely,Rarely,NA,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,it is tradition to eat meat and fish.,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,2
9,1647026017446,11/03/2022 19:13:37,6025182,2,7,Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",1,For,The love and care of the animals.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
10,1647026019040,11/03/2022 19:13:39,6025182,2,8,Agree,statements,17,Rarely,A few times a year,21,Male,A levels,3,For,Some health benefits that come with it,Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
11,1647026020607,11/03/2022 19:13:40,6025182,2,9,Strongly Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",2,For,I believe it's healthier,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
12,1647026023430,11/03/2022 19:13:43,6025182,2,10,Somewhat Agree,statements,16,Most months,Most months,25,Male,A levels,2,For,it decreases CO2 emission,Somewhat Disagree,NA,Neither Agree nor Disagree,Somewhat Agree,Disagree,NA,NA,NA,Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,5
13,1647026028204,11/03/2022 19:13:48,6025182,2,11,Agree,statements,11,Never,Once or twice a year,20,Male,Vocational Training / Apprenticeship,3,Against,Adopting these types of diets often comes at a higher than normal cost of money,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
14,1647026029487,11/03/2022 19:13:49,6025182,2,12,Agree,statements,18,Most months,Most weeks,19,Female,"Undergraduate degree (BSc, BA)",2,For,Enviromental care.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
15,1647026031303,11/03/2022 19:13:51,6025182,2,13,Agree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",3,For,"Saving the planet, less animal farms",Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
16,1647026034619,11/03/2022 19:13:54,6025182,2,14,Strongly Disagree,statements,20,Once or twice a year,A few times a year,26,Prefer not to say,"Undergraduate degree (BSc, BA)",3,Against,it is not very manly to eat only vegetables,Somewhat Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
17,1647026037479,11/03/2022 19:13:57,6025182,2,15,Agree,statements,13,Rarely,A few times a year,21,Male,No formal qualifications,1,For,It is healthier for environment because it leaves smaller carbon footprint.,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Vegan,6
18,1647026039626,11/03/2022 19:13:59,6025182,2,16,Strongly Disagree,statements,14,Once or twice a year,Rarely,41,Female,"Undergraduate degree (BSc, BA)",2,Against,Man has evolved to eat meat and our bodies need it.,Somewhat Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
19,1647026044091,11/03/2022 19:14:04,6025182,2,17,Neither Agree nor Disagree,statements,12,A few times a year,Most months,20,Male,A levels,2,Against,Because that person might need meat to be healthy,Strongly agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,4
20,1647026046750,11/03/2022 19:14:06,6025182,2,18,Strongly Disagree,statements,19,A few times a year,A few times a year,22,Male,No formal qualifications,2,Against,I don't care about climate,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Vegan,1
