Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings,position_conf,position_conf_num
13,1659975805797,08/08/2022 16:23:25,6895758,2,11,Strongly Disagree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Against,"It has a tracker (or some variation, 5g or something) hidden in it",Pro,1,NA,NA
14,1659975807734,08/08/2022 16:23:27,6895758,2,12,Disagree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,3,For,I don't like needles,Pro,2,NA,NA
15,1659975809950,08/08/2022 16:23:29,6895758,2,13,Agree,statements,93,Most weeks,Most days,31,Male,"Undergraduate degree (BSc, BA)",2,For,I want to see family,Pro,6,NA,NA
16,1659975810864,08/08/2022 16:23:30,6895758,2,14,Agree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,2,Against,Get life back to as normal as we can.,Pro,6,NA,NA
17,1659975811700,08/08/2022 16:23:31,6895758,2,15,Agree,statements,92,Rarely,A few times a year,23,Female,A levels,3,For,I want to keep my friends and family safe,Pro,6,NA,NA
18,1659975813607,08/08/2022 16:23:33,6895758,2,16,Strongly Disagree,statements,98,Rarely,A few times a year,54,Female,GCSEs,3,Against,"Not everyone will have it, so what's the point.",Pro,1,NA,NA
19,1659975817189,08/08/2022 16:23:37,6895758,2,17,Agree,statements,95,Rarely,Most months,21,Male,A levels,1,For,The side effects of COVID are worse,Pro,6,NA,NA
20,1659975818716,08/08/2022 16:23:38,6895758,2,18,Agree,statements,97,Most weeks,Most months,33,Male,A levels,2,For,I want to ensure I don't catch it myself,Pro,6,NA,NA
21,1659975822171,08/08/2022 16:23:42,6895758,2,19,Strongly Disagree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Against,"I've heard that the COVID-19 vaccine causes blood clots, I'm young and healthy so COVID wouldn't affect me anyway.",Pro,1,NA,NA
22,1659975827846,08/08/2022 16:23:47,6895758,2,20,Agree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,1,Against,The vaccine is safe check out the info before making a decision,Pro,6,NA,NA
23,1659975831275,08/08/2022 16:23:51,6895758,2,21,Strongly Disagree,statements,93,Most weeks,Most days,31,Male,"Undergraduate degree (BSc, BA)",1,Against,They do not trust the science,Pro,1,NA,NA
24,1659975837286,08/08/2022 16:23:57,6895758,2,22,Strongly Disagree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Against,"I don't trust the people who are making the vaccines, vaccines usually take years to develop.",Pro,1,NA,NA
25,1659975839746,08/08/2022 16:23:59,6895758,2,23,Strongly Disagree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,"COVID is pretty much just a bad flu, I think I'd be fine if I caught it so why get vaccinated?",Pro,1,NA,NA
26,1659975841995,08/08/2022 16:24:01,6895758,2,24,Agree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",3,For,I don't want to transmit COVID to my elderly relatives - vaccination seems like the best deterrent.,Pro,6,NA,NA
27,1659975844455,08/08/2022 16:24:04,6895758,2,25,Strongly Disagree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,1,For,Don't trust the process has been long enough,Pro,1,NA,NA
28,1659975847480,08/08/2022 16:24:07,6895758,2,26,Agree,statements,97,Most weeks,Most months,33,Male,A levels,3,For,The vaccines are reliable and there's no reason not to.,Pro,6,NA,NA
29,1659975849050,08/08/2022 16:24:09,6895758,2,27,Strongly Disagree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,the vaccines were made too quickly,Pro,1,NA,NA
30,1659975850805,08/08/2022 16:24:10,6895758,2,28,Disagree,statements,95,Rarely,Most months,21,Male,A levels,2,Against,The vaccines have bad side effects,Pro,2,NA,NA
32,1659975858630,08/08/2022 16:24:18,6895758,2,30,Disagree,statements,97,Most weeks,Most months,33,Male,A levels,1,Against,The vaccine is government controlling citizens.,Pro,2,NA,NA
34,1659975863594,08/08/2022 16:24:23,6895758,2,32,Strongly Agree,statements,93,Most weeks,Most days,31,Male,"Undergraduate degree (BSc, BA)",1,For,I want to be able to travel internationally,Pro,7,NA,NA
35,1659975866574,08/08/2022 16:24:26,6895758,2,33,Strongly Disagree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Against,"Our bodies will fight it off naturally, we weaken ourselves by having the vaccine just because the government tells us to.",Pro,1,NA,NA
36,1659975868158,08/08/2022 16:24:28,6895758,2,34,Agree,statements,94,Most weeks,Most weeks,38,Male,A levels,1,For,I need to to go away on holiday,Pro,6,NA,NA
37,1659975871273,08/08/2022 16:24:31,6895758,2,35,Somewhat Agree,statements,94,Most weeks,Most weeks,38,Male,A levels,2,Against,I should choose what I want to put in my body,Pro,5,NA,NA
38,1659975873316,08/08/2022 16:24:33,6895758,2,36,Strongly Agree,statements,92,Rarely,A few times a year,23,Female,A levels,2,For,I want to protect myself,Pro,7,NA,NA
39,1659975876969,08/08/2022 16:24:36,6895758,2,37,Disagree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,2,For,The government are scaring people with pumed stats,Pro,2,NA,NA
40,1659975878452,08/08/2022 16:24:38,6895758,2,38,Strongly Agree,statements,94,Most weeks,Most weeks,38,Male,A levels,2,For,I want lockdown to end,Pro,7,NA,NA
41,1659975880044,08/08/2022 16:24:40,6895758,2,39,Strongly Disagree,statements,97,Most weeks,Most months,33,Male,A levels,3,Against,Covid is a hoax and a vaccine is pointless as it's a fake disease.,Pro,1,NA,NA
42,1659975881987,08/08/2022 16:24:41,6895758,2,40,Strongly Disagree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,all vaccines are damaging in the long run,Pro,1,NA,NA
43,1659975883580,08/08/2022 16:24:43,6895758,2,41,Strongly Agree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",1,For,It's responsible- it's about protecting others,Pro,7,NA,NA
44,1659975885039,08/08/2022 16:24:45,6895758,2,42,Strongly Agree,statements,97,Most weeks,Most months,33,Male,A levels,1,For,We need to protect our vulnerable.,Pro,7,NA,NA
45,1659975886487,08/08/2022 16:24:46,6895758,2,43,Strongly Disagree,statements,92,Rarely,A few times a year,23,Female,A levels,3,Against,I'm too scared of needles,Pro,1,NA,NA
46,1659975888227,08/08/2022 16:24:48,6895758,2,44,Agree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,one step closer to things going back to normal,Pro,6,NA,NA
47,1659975889258,08/08/2022 16:24:49,6895758,2,45,Agree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",3,For,for your own health and those arround you,Pro,6,NA,NA
48,1659975892199,08/08/2022 16:24:52,6895758,2,46,Agree,statements,98,Rarely,A few times a year,54,Female,GCSEs,1,For,I really want the injection so I will be protected against the virus. I already have the influenza vaccine so I am not worried.,Pro,6,NA,NA
49,1659975893666,08/08/2022 16:24:53,6895758,2,47,Agree,statements,95,Rarely,Most months,21,Male,A levels,2,For,I want to protect others,Pro,6,NA,NA
50,1659975895639,08/08/2022 16:24:55,6895758,2,48,Strongly Disagree,statements,95,Rarely,Most months,21,Male,A levels,3,Against,The vaccines contain a microchip,Pro,1,NA,NA
51,1659975899861,08/08/2022 16:24:59,6895758,2,49,Agree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",1,For,"We won't be able to get out of lockdown unless we all get vaccinated, I want to get out soon.",Pro,6,NA,NA
52,1659975902563,08/08/2022 16:25:02,6895758,2,50,Agree,statements,95,Rarely,Most months,21,Male,A levels,3,For,I need to due to work,Pro,6,NA,NA
53,1659975904807,08/08/2022 16:25:04,6895758,2,51,Agree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",2,For,less worry in the long run,Pro,6,NA,NA
54,1659975907183,08/08/2022 16:25:07,6895758,2,52,Strongly Disagree,statements,98,Rarely,A few times a year,54,Female,GCSEs,2,Against,There might be serious side affects.,Pro,1,NA,NA
55,1659975908211,08/08/2022 16:25:08,6895758,2,53,Strongly Disagree,statements,92,Rarely,A few times a year,23,Female,A levels,1,Against,I don't trust what's in the vaccine,Pro,1,NA,NA
56,1659975911504,08/08/2022 16:25:11,6895758,2,54,Agree,statements,98,Rarely,A few times a year,54,Female,GCSEs,3,For,"Other vaccination programmes have been successful in eradicating illnesses, so why should this be any different. Having the vaccine gives us the best chance of getting back to normal.",Pro,6,NA,NA
57,1659975916178,08/08/2022 16:25:16,6895758,2,55,Disagree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,"We dont know what the long term effects of taking it could be, like the ebola vaccine",Pro,2,NA,NA
58,1659975917536,08/08/2022 16:25:17,6895758,2,56,Strongly Agree,statements,92,Rarely,A few times a year,23,Female,A levels,1,For,I want life to continue like normal,Pro,7,NA,NA
59,1659975919425,08/08/2022 16:25:19,6895758,2,57,Disagree,statements,97,Most weeks,Most months,33,Male,A levels,2,Against,I'm scared of needles so I can't face it.,Pro,2,NA,NA
60,1659975921193,08/08/2022 16:25:21,6895758,2,58,Strongly Disagree,statements,98,Rarely,A few times a year,54,Female,GCSEs,1,Against,It's been rushed through so it's not safe.,Pro,1,NA,NA
61,1659975922960,08/08/2022 16:25:22,6895758,2,59,Agree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,3,Against,Help save more lives.,Pro,6,NA,NA
62,1659975925567,08/08/2022 16:25:25,6895758,2,60,Disagree,statements,92,Rarely,A few times a year,23,Female,A levels,2,Against,I don't think they are effective,Pro,2,NA,NA
63,1659975927505,08/08/2022 16:25:27,6895758,2,61,Somewhat Disagree,statements,93,Most weeks,Most days,31,Male,"Undergraduate degree (BSc, BA)",2,Against,I have medical concerns,Pro,3,NA,NA
64,1659975933123,08/08/2022 16:25:33,6895758,2,62,Strongly Agree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,to keep those they loved who may be more at risk safe,Pro,7,NA,NA
3,1659975781936,08/08/2022 16:23:01,6895761,2,1,Agree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,1,Against,The vaccine is safe check out the info before making a decision,Pro,6,NA,NA
4,1659975787500,08/08/2022 16:23:07,6895761,2,2,Somewhat Disagree,statements,93,Most weeks,Most days,31,Male,"Undergraduate degree (BSc, BA)",3,Against,I am easily led by people in the media,Pro,3,NA,NA
5,1659975794033,08/08/2022 16:23:14,6895761,2,3,Somewhat Agree,statements,95,Rarely,Most months,21,Male,A levels,2,Against,The vaccines have bad side effects,Pro,5,NA,NA
6,1659975799811,08/08/2022 16:23:19,6895761,2,4,Agree,statements,98,Rarely,A few times a year,54,Female,GCSEs,2,For,"By having the vaccination I am not only protecting myself but also people I come into contact with. Hopefully, the vaccine will stop the spread of the virus.",Pro,6,NA,NA
7,1659975806682,08/08/2022 16:23:26,6895761,2,5,Somewhat Disagree,statements,98,Rarely,A few times a year,54,Female,GCSEs,2,Against,There might be serious side affects.,Pro,3,NA,NA
8,1659975810104,08/08/2022 16:23:30,6895761,2,6,Somewhat Agree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",2,For,less worry in the long run,Pro,5,NA,NA
9,1659975811346,08/08/2022 16:23:31,6895761,2,7,Somewhat Agree,statements,92,Rarely,A few times a year,23,Female,A levels,2,For,I want to protect myself,Pro,5,NA,NA
10,1659975812826,08/08/2022 16:23:32,6895761,2,8,Somewhat Agree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,one step closer to things going back to normal,Pro,5,NA,NA
11,1659975816547,08/08/2022 16:23:36,6895761,2,9,Somewhat Agree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",1,For,"We won't be able to get out of lockdown unless we all get vaccinated, I want to get out soon.",Pro,5,NA,NA
12,1659975818380,08/08/2022 16:23:38,6895761,2,10,Somewhat Agree,statements,94,Most weeks,Most weeks,38,Male,A levels,2,For,I want lockdown to end,Pro,5,NA,NA
13,1659975820856,08/08/2022 16:23:40,6895761,2,11,Neither Agree nor Disagree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Against,the vaccines were made too quickly,Pro,4,NA,NA
14,1659975822464,08/08/2022 16:23:42,6895761,2,12,Neither Agree nor Disagree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,1,For,Don't trust the process has been long enough,Pro,4,NA,NA
15,1659975825673,08/08/2022 16:23:45,6895761,2,13,Agree,statements,93,Most weeks,Most days,31,Male,"Undergraduate degree (BSc, BA)",1,For,I want to be able to travel internationally,Pro,6,NA,NA
16,1659975832547,08/08/2022 16:23:52,6895761,2,14,Somewhat Disagree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,"COVID is pretty much just a bad flu, I think I'd be fine if I caught it so why get vaccinated?",Pro,3,NA,NA
17,1659975836337,08/08/2022 16:23:56,6895761,2,15,Somewhat Disagree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Against,"I've heard that the COVID-19 vaccine causes blood clots, I'm young and healthy so COVID wouldn't affect me anyway.",Pro,3,NA,NA
18,1659975842050,08/08/2022 16:24:02,6895761,2,16,Neither Agree nor Disagree,statements,91,A few times a year,Most weeks,24,Male,"Postgraduate degree (MSc, MA, MPhil)",1,Against,"I don't trust the people who are making the vaccines, vaccines usually take years to develop.",Pro,4,NA,NA
19,1659975845408,08/08/2022 16:24:05,6895761,2,17,Somewhat Agree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,to keep those they loved who may be more at risk safe,Pro,5,NA,NA
20,1659975846529,08/08/2022 16:24:06,6895761,2,18,Somewhat Agree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,2,Against,Get life back to as normal as we can.,Pro,5,NA,NA
21,1659975848154,08/08/2022 16:24:08,6895761,2,19,Somewhat Agree,statements,94,Most weeks,Most weeks,38,Male,A levels,1,For,I need to to go away on holiday,Pro,5,NA,NA
22,1659975849071,08/08/2022 16:24:09,6895761,2,20,Somewhat Agree,statements,100,Most months,A few times a year,42,Male,Vocational Training / Apprenticeship,3,Against,Help save more lives.,Pro,5,NA,NA
23,1659975852955,08/08/2022 16:24:12,6895761,2,21,Somewhat Agree,statements,98,Rarely,A few times a year,54,Female,GCSEs,3,For,"Other vaccination programmes have been successful in eradicating illnesses, so why should this be any different. Having the vaccine gives us the best chance of getting back to normal.",Pro,5,NA,NA
24,1659975855870,08/08/2022 16:24:15,6895761,2,22,Disagree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,the vaccines are full of bad things,Pro,2,NA,NA
25,1659975862305,08/08/2022 16:24:22,6895761,2,23,Disagree,statements,99,Rarely,Most weeks,30,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,"We dont know what the long term effects of taking it could be, like the ebola vaccine",Pro,2,NA,NA
26,1659975864837,08/08/2022 16:24:24,6895761,2,24,Disagree,statements,98,Rarely,A few times a year,54,Female,GCSEs,3,Against,"Not everyone will have it, so what's the point.",Pro,2,NA,NA
27,1659975866932,08/08/2022 16:24:26,6895761,2,25,Somewhat Agree,statements,92,Rarely,A few times a year,23,Female,A levels,1,For,I want life to continue like normal,Pro,5,NA,NA
28,1659975870205,08/08/2022 16:24:30,6895761,2,26,Disagree,statements,95,Rarely,Most months,21,Male,A levels,1,Against,The vaccines use new MRNA tech and are therefore unsafe.,Pro,2,NA,NA
29,1659975872111,08/08/2022 16:24:32,6895761,2,27,Somewhat Agree,statements,93,Most weeks,Most days,31,Male,"Undergraduate degree (BSc, BA)",3,For,I want to be safe from this virus,Pro,5,NA,NA
31,1659975878505,08/08/2022 16:24:38,6895761,2,29,Somewhat Agree,statements,92,Rarely,A few times a year,23,Female,A levels,3,For,I want to keep my friends and family safe,Pro,5,NA,NA
32,1659975880483,08/08/2022 16:24:40,6895761,2,30,Somewhat Disagree,statements,92,Rarely,A few times a year,23,Female,A levels,2,Against,I don't think they are effective,Pro,3,NA,NA
33,1659975882244,08/08/2022 16:24:42,6895761,2,31,Somewhat Disagree,statements,92,Rarely,A few times a year,23,Female,A levels,1,Against,I don't trust what's in the vaccine,Pro,3,NA,NA
34,1659975884443,08/08/2022 16:24:44,6895761,2,32,Somewhat Agree,statements,97,Most weeks,Most months,33,Male,A levels,2,For,I want to ensure I don't catch it myself,Pro,5,NA,NA
35,1659975886376,08/08/2022 16:24:46,6895761,2,33,Somewhat Disagree,statements,96,A few times a year,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,all vaccines are damaging in the long run,Pro,3,NA,NA
