Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
25,1646420000000,04/03/2022 17:30,5946556,2,23,Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",6,Against,I appreciate the diversity of flavors in my dishes.,Anti,6,ANTI,780,258,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
26,1646420000000,04/03/2022 17:30,5946556,2,24,Somewhat Agree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",6,Against,You need animal products for different vitamins and supplements,Anti,5,ANTI,768,258,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
27,1646420000000,04/03/2022 17:30,5946556,2,25,Somewhat Agree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,I usually won't say as long as the topic comes up,Anti,5,ANTI,754,258,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
28,1646420000000,04/03/2022 17:30,5946556,2,26,Strongly Disagree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,6,Against,Becoming vegan is not cheap and it is hard to eat out.,Anti,1,ANTI,774,258,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
34,1646420000000,04/03/2022 17:31,5946556,2,32,Strongly Disagree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",4,Against,Vegans are hippies and are probably putting worse into their bodies,Anti,1,ANTI,766,258,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
36,1646420000000,04/03/2022 17:31,5946556,2,34,Agree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",4,Against,I enjoy consuming animal products.,Anti,6,ANTI,748,258,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
40,1646420000000,04/03/2022 17:32,5946556,2,38,Agree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,I need protein for my diet.,Anti,6,ANTI,755,258,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
41,1646420000000,04/03/2022 17:32,5946556,2,39,Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",4,Against,I simply love the taste of meat,Anti,6,ANTI,778,258,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
42,1646420000000,04/03/2022 17:32,5946556,2,40,Strongly Disagree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",5,Against,"I don't care about where the meat comes from, killing animals for meat is just how the world functions",Anti,1,ANTI,731,258,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
43,1646420000000,04/03/2022 17:32,5946556,2,41,Disagree,statements,24,Never,Never,25,Male,"Undergraduate degree (BSc, BA)",6,Against,It might be too much of a hassle for too little or no gain,Anti,2,ANTI,744,258,Against,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
45,1646420000000,04/03/2022 17:32,5946556,2,43,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,4,Against,You can't get all the nutrients from plants alone.,Anti,5,ANTI,772,258,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
47,1646420000000,04/03/2022 17:33,5946556,2,45,Somewhat Disagree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",5,Against,I do not believe that meat consumption is as big a factor of damage to the environment.,Anti,3,ANTI,749,258,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
48,1646420000000,04/03/2022 17:33,5946556,2,46,Somewhat Agree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",5,Against,Not wanting to live that life and can be more expensive,Anti,5,ANTI,725,258,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
50,1646420000000,04/03/2022 17:33,5946556,2,48,Agree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",4,Against,I would miss the taste of meat and meat-oriented dishes too much,Anti,6,ANTI,760,258,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
51,1646420000000,04/03/2022 17:33,5946556,2,49,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,5,Against,It is in human nature to hunt and eat meat.,Anti,5,ANTI,773,258,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
52,1646420000000,04/03/2022 17:33,5946556,2,50,Somewhat Agree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",6,Against,"A better protein rich diet, which can be good for several reasons.",Anti,5,ANTI,732,258,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
56,1646420000000,04/03/2022 17:34,5946556,2,54,Neither Agree nor Disagree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",6,Against,I dislike vegan people.,Anti,4,ANTI,750,258,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
58,1646420000000,04/03/2022 17:34,5946556,2,56,Somewhat Agree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",4,Against,"I like to consume meat, and would not go without it.",Anti,5,ANTI,730,258,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
59,1646420000000,04/03/2022 17:34,5946556,2,57,Somewhat Agree,statements,23,Rarely,Never,18,Male,"Undergraduate degree (BSc, BA)",5,Against,Low variety of food diet,Anti,5,ANTI,737,258,Against,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
61,1646420000000,04/03/2022 17:34,5946556,2,59,Somewhat Agree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",5,Against,I have no idea how to substitute the nutrients gained from meat,Anti,5,ANTI,761,258,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
63,1646420000000,04/03/2022 17:34,5946556,2,61,Strongly Agree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",4,Against,I cannot live without eating things that I like that including meat,Anti,7,ANTI,724,258,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
5,1646420000000,04/03/2022 17:40,5946726,2,3,Disagree,statements,24,Never,Never,25,Male,"Undergraduate degree (BSc, BA)",5,Against,I don't want to take the time to eat at specific places or learn to prepare food in a specific way,Anti,2,ANTI,743,285,Against,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
7,1646420000000,04/03/2022 17:41,5946726,2,5,Disagree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",5,Against,I need protein for my diet.,Anti,2,ANTI,755,285,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
8,1646420000000,04/03/2022 17:41,5946726,2,6,Strongly Disagree,statements,23,Rarely,Never,18,Male,"Undergraduate degree (BSc, BA)",5,Against,Low variety of food diet,Anti,1,ANTI,737,285,Against,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
11,1646420000000,04/03/2022 17:42,5946726,2,9,Neither Agree nor Disagree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",6,Against,Animal products are more delicious.,Anti,4,ANTI,756,285,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
13,1646420000000,04/03/2022 17:43,5946726,2,11,Somewhat Agree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",6,Against,You need animal products for different vitamins and supplements,Anti,5,ANTI,768,285,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
14,1646420000000,04/03/2022 17:43,5946726,2,12,Strongly Disagree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",5,Against,I do not believe that meat consumption is as big a factor of damage to the environment.,Anti,1,ANTI,749,285,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
18,1646420000000,04/03/2022 17:44,5946726,2,15,Somewhat Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",5,Against,I've learned to have a balanced diet.,Anti,5,ANTI,779,285,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
21,1646420000000,04/03/2022 17:45,5946726,2,18,Disagree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",5,Against,"I don't care about where the meat comes from, killing animals for meat is just how the world functions",Anti,2,ANTI,731,285,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
24,1646420000000,04/03/2022 17:48,5946726,2,20,Strongly Agree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",4,Against,I would miss the taste of meat and meat-oriented dishes too much,Anti,7,ANTI,760,285,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
27,1646420000000,04/03/2022 17:49,5946726,2,23,Strongly Agree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",4,Against,I enjoy consuming animal products.,Anti,7,ANTI,748,285,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
28,1646420000000,04/03/2022 17:49,5946726,2,24,Somewhat Disagree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",4,Against,"I like to consume meat, and would not go without it.",Anti,3,ANTI,730,285,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
30,1646420000000,04/03/2022 17:49,5946726,2,26,Agree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",5,Against,I have no idea how to substitute the nutrients gained from meat,Anti,6,ANTI,761,285,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
31,1646420000000,04/03/2022 17:49,5946726,2,27,Agree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",6,Against,Dont like others substitutes of meat and fish,Anti,6,ANTI,726,285,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
32,1646420000000,04/03/2022 17:49,5946726,2,28,Agree,statements,23,Rarely,Never,18,Male,"Undergraduate degree (BSc, BA)",6,Against,Low protein and other vitamins only obtainable from animals,Anti,6,ANTI,738,285,Against,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
34,1646420000000,04/03/2022 17:49,5946726,2,30,Somewhat Disagree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",4,Against,I cannot live without eating things that I like that including meat,Anti,3,ANTI,724,285,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
37,1646420000000,04/03/2022 17:50,5946726,2,33,Strongly Agree,statements,24,Never,Never,25,Male,"Undergraduate degree (BSc, BA)",4,Against,A vegan diet can be more expensive in the place where I live,Anti,7,ANTI,742,285,Against,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
38,1646420000000,04/03/2022 17:50,5946726,2,34,Strongly Agree,statements,27,A few times a year,Most months,22,Male,"Vocational Training / Apprenticeship,A levels",6,Against,I dislike the taste of vegan alternatives,Anti,7,ANTI,762,285,Against,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
39,1646420000000,04/03/2022 17:50,5946726,2,35,Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",6,Against,I appreciate the diversity of flavors in my dishes.,Anti,6,ANTI,780,285,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
41,1646420000000,04/03/2022 17:50,5946726,2,37,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,5,Against,It is in human nature to hunt and eat meat.,Anti,5,ANTI,773,285,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
42,1646420000000,04/03/2022 17:50,5946726,2,38,Neither Agree nor Disagree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",4,Against,Vegans are hippies and are probably putting worse into their bodies,Anti,4,ANTI,766,285,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
43,1646420000000,04/03/2022 17:50,5946726,2,39,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,4,Against,You can't get all the nutrients from plants alone.,Anti,5,ANTI,772,285,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
44,1646420000000,04/03/2022 17:50,5946726,2,40,Neither Agree nor Disagree,statements,21,Once or twice a year,Most months,21,Female,"Undergraduate degree (BSc, BA)",5,Against,Not wanting to live that life and can be more expensive,Anti,4,ANTI,725,285,Against,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
45,1646420000000,04/03/2022 17:51,5946726,2,41,Somewhat Agree,statements,28,Rarely,Rarely,37,Female,"Undergraduate degree (BSc, BA)",5,Against,I couldn't be dealing with the strict vegan way,Anti,5,ANTI,767,285,Against,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
47,1646420000000,04/03/2022 17:51,5946726,2,43,Somewhat Agree,statements,26,Rarely,Rarely,27,Male,"Postgraduate degree (MSc, MA, MPhil)",4,Against,I usually won't say as long as the topic comes up,Anti,5,ANTI,754,285,Against,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
48,1646420000000,04/03/2022 17:51,5946726,2,44,Neither Agree nor Disagree,statements,22,Never,Rarely,24,Male,"Undergraduate degree (BSc, BA)",6,Against,"A better protein rich diet, which can be good for several reasons.",Anti,4,ANTI,732,285,Against,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
49,1646420000000,04/03/2022 17:51,5946726,2,45,Neither Agree nor Disagree,statements,24,Never,Never,25,Male,"Undergraduate degree (BSc, BA)",6,Against,It might be too much of a hassle for too little or no gain,Anti,4,ANTI,744,285,Against,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
56,1646420000000,04/03/2022 17:52,5946726,2,52,Somewhat Agree,statements,29,Once or twice a year,A few times a year,20,Male,No formal qualifications,6,Against,Becoming vegan is not cheap and it is hard to eat out.,Anti,5,ANTI,774,285,Against,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neither Agree nor Disagree,Baseline,0,NA
60,1646420000000,04/03/2022 17:52,5946726,2,56,Somewhat Agree,statements,23,Rarely,Never,18,Male,"Undergraduate degree (BSc, BA)",4,Against,I dont like the vegetables,Anti,5,ANTI,736,285,Against,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Baseline,0,NA
63,1646420000000,04/03/2022 17:53,5946726,2,59,Strongly Disagree,statements,25,Rarely,Never,22,Male,"Undergraduate degree (BSc, BA)",6,Against,I dislike vegan people.,Anti,1,ANTI,750,285,Against,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Baseline,0,NA
65,1646420000000,04/03/2022 17:53,5946726,2,61,Agree,statements,30,Once or twice a year,Once or twice a year,20,Male,"Undergraduate degree (BSc, BA)",4,Against,I simply love the taste of meat,Anti,6,ANTI,778,285,Against,Somewhat Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
